	Education	Marital_Status	Income	Recency	Complain	Response	Age	Kids	MntTotal	NumTotal	TotalAccepted	AvgWeb	YearsACustomer	Frequency
786	0	0	17144.0	96	0	0	63	2	47	12	0	0.43	9	12
787	0	1	42564.0	28	0	1	55	1	813	24	1	0.86	10	24
788	0	0	43783.0	22	0	0	45	1	629	22	1	1.0	9	22
789	0	1	40780.0	30	0	0	47	1	377	17	0	0.78	11	17
790	0	0	62847.0	45	0	0	78	0	1612	14	0	1.5	10	14
791	0	0	82017.0	58	0	1	66	0	729	17	3	2.5	11	17
792	0	1	16813.0	49	0	0	73	0	50	6	1	0.29	10	6
793	0	0	51267.0	37	0	0	45	2	270	15	0	0.75	10	15
794	0	1	46524.0	70	0	0	62	1	177	9	0	0.33	10	9
795	0	1	45183.0	33	0	0	61	0	315	13	1	0.57	10	13
796	0	0	70421.0	98	0	0	69	1	767	23	0	1.67	9	23
797	0	1	60161.0	17	0	0	58	1	1071	26	0	1.38	11	26
798	0	0	73926.0	54	0	0	50	0	1580	24	0	2.0	10	24
799	0	0	19329.0	39	0	0	55	1	60	10	0	0.5	10	10
800	0	0	61872.0	81	0	0	53	1	573	21	0	1.0	10	21
801	0	1	46984.0	71	0	0	67	2	41	5	0	0.2	10	5
802	0	0	34838.0	62	0	0	72	2	170	10	0	0.33	10	10
803	0	1	82716.0	8	0	0	79	0	1167	28	0	3.0	10	28
804	0	0	48192.0	76	0	1	65	0	1526	25	3	0.25	10	25
805	0	0	49681.0	66	0	0	47	2	458	21	0	1.0	10	21
806	0	0	56850.0	83	0	0	52	1	63	6	0	0.5	9	6
807	0	0	55267.0	28	0	0	66	1	405	17	0	1.0	10	17
808	0	0	59666.0	87	0	0	51	2	1027	20	1	0.38	10	20
809	0	1	72504.0	43	0	0	51	1	1478	22	0	2.5	10	22
810	0	0	26872.0	0	0	0	42	0	72	5	0	0.17	10	5
811	0	1	21359.0	1	0	1	51	1	48	7	0	0.25	10	7
812	0	1	73170.0	1	0	0	48	0	726	16	0	2.5	9	16
813	0	0	52750.0	72	0	0	68	1	860	27	0	1.25	10	27
814	0	0	91820.0	72	0	0	37	0	1497	22	0	5.0	10	22
815	0	0	65968.0	12	0	0	53	1	495	18	0	1.67	9	18
816	0	0	30772.0	89	0	0	47	2	20	4	0	0.17	9	4
817	0	1	22507.0	67	0	0	69	0	570	19	0	1.11	11	19
818	0	0	65685.0	54	0	0	51	1	769	21	0	1.8	9	21
819	0	0	25804.0	34	0	0	45	1	55	7	0	0.25	10	7
820	0	1	76412.0	15	0	1	43	0	1808	18	2	1.67	10	18
821	0	0	22063.0	43	0	0	51	1	55	7	0	0.29	10	7
822	0	1	57091.0	0	0	1	62	0	577	18	1	1.4	9	18
823	0	0	22419.0	74	0	0	60	0	162	8	0	0.38	10	8
824	0	0	87771.0	61	0	1	64	1	1957	20	4	0.83	10	20
825	0	1	78353.0	51	0	0	64	1	1576	24	0	1.25	10	24
826	0	0	93404.0	97	0	0	69	3	1616	17	2	0.6	10	17
827	0	1	37859.0	75	0	0	61	3	36	6	0	0.12	10	6
828	0	1	80995.0	83	0	0	65	1	1482	22	0	2.0	10	22
829	0	0	16529.0	23	0	0	39	1	22	5	0	0.17	9	5
830	0	1	55412.0	65	0	0	47	2	63	6	0	0.4	10	6
831	0	1	48789.0	94	0	0	31	0	680	18	0	1.0	11	18
832	0	0	56575.0	42	0	0	56	2	542	20	0	1.4	10	20
833	0	0	25130.0	10	0	0	43	1	50	7	0	0.29	10	7
834	0	0	35441.0	94	0	0	56	2	39	6	0	0.12	10	6
835	0	0	71391.0	50	0	0	67	1	1043	28	0	2.0	10	28
836	0	1	49494.0	46	0	0	51	1	385	14	0	0.86	10	14
837	0	1	81702.0	98	0	0	43	0	1633	27	0	2.33	11	27
838	0	1	45889.0	42	0	0	43	1	46	5	0	0.17	10	5
839	0	1	56628.0	30	0	0	46	1	761	20	1	1.4	9	20
840	0	0	34026.0	11	0	0	73	2	76	9	0	0.4	10	9
841	0	0	40049.0	61	0	0	49	1	290	14	0	0.6	11	14
842	0	1	34176.0	12	0	0	35	1	89	11	0	0.5	9	11
843	0	0	19419.0	76	0	0	42	1	70	11	0	0.44	11	11
844	0	0	82504.0	2	0	0	63	0	1066	17	0	3.0	10	17
845	0	0	81205.0	43	0	1	53	0	2009	19	3	2.5	9	19
846	0	1	61618.0	27	0	0	32	0	1345	19	0	1.0	11	19
847	0	1	55284.0	60	0	0	67	1	764	23	0	1.4	11	23
848	0	1	49980.0	79	0	0	60	1	195	11	0	0.6	10	11
849	0	0	15072.0	96	0	0	43	2	53	11	0	0.6	10	11
850	0	1	49166.0	17	0	0	49	1	368	13	0	0.83	10	13
851	0	0	65324.0	0	0	0	69	1	544	20	0	1.5	9	20
852	0	0	82347.0	38	0	0	66	0	1853	25	2	2.33	11	25
853	0	0	30843.0	43	0	0	57	2	35	6	1	0.2	9	6
854	0	0	46374.0	1	0	1	49	1	446	18	2	0.88	9	18
855	0	1	60474.0	25	0	0	44	1	1180	31	0	1.43	10	31
856	0	0	38576.0	2	0	0	50	1	41	5	0	0.14	9	5
857	0	0	55357.0	66	0	0	38	2	727	22	0	1.2	10	22
858	0	0	37758.0	49	0	0	57	2	40	6	0	0.12	11	6
859	0	0	85710.0	5	0	0	34	0	1062	26	1	3.0	10	26
860	0	0	23228.0	71	0	0	54	1	40	7	0	0.25	9	7
861	0	0	44602.0	35	0	0	54	2	292	17	0	0.75	9	17
862	0	0	7500.0	94	0	0	36	0	15	4	0	0.0	10	4
863	0	0	38683.0	80	0	0	34	1	341	17	0	0.57	11	17
864	0	1	49514.0	61	0	0	48	1	369	13	0	0.86	10	13
865	0	0	57906.0	29	0	0	50	1	401	17	0	1.0	10	17
866	0	1	43456.0	0	0	0	57	1	393	17	0	1.0	10	17
867	0	1	19485.0	80	0	0	37	2	10	4	0	0.14	10	4
868	0	0	53172.0	54	0	0	45	1	486	16	0	0.67	10	16
869	0	0	30545.0	71	0	0	44	1	69	7	0	0.29	11	7
870	0	0	70123.0	27	0	0	40	0	1727	17	2	1.67	10	17
871	0	1	62450.0	61	0	0	64	1	995	16	1	1.67	9	16
872	0	0	21675.0	55	0	0	47	1	45	10	0	0.57	9	10
873	0	1	42395.0	35	0	0	42	2	182	12	0	0.43	9	12
874	0	0	61346.0	34	0	0	45	1	989	23	0	1.67	10	23
875	0	0	80812.0	95	0	0	70	0	1677	18	3	2.0	10	18
876	0	1	42835.0	64	0	0	52	2	595	23	0	1.0	10	23
877	0	0	39922.0	30	0	0	40	1	156	9	0	0.38	10	9
878	0	1	86424.0	12	0	0	67	0	1226	28	0	6.0	9	28
879	0	0	17117.0	96	0	0	45	1	128	11	0	0.33	10	11
880	0	1	24762.0	16	0	1	51	1	86	9	1	0.38	9	9
881	0	0	35797.0	16	0	0	48	1	68	7	0	0.25	11	7
882	0	1	36627.0	78	0	0	48	2	16	4	0	0.0	10	4
883	0	0	51111.0	83	0	0	42	2	55	7	0	0.33	9	7
884	0	1	86857.0	96	0	1	51	0	2114	22	0	2.5	11	22
885	0	0	82072.0	67	0	0	53	0	2018	19	0	3.0	10	19
886	0	1	46231.0	87	0	0	70	3	263	15	0	0.67	11	15
887	0	0	42243.0	34	0	0	64	2	55	7	0	0.29	10	7
888	0	0	51195.0	46	0	0	61	2	564	24	0	1.12	10	24
889	0	1	68092.0	7	0	0	45	0	1281	20	0	0.4	10	20
890	0	0	31814.0	73	0	0	50	1	83	7	1	0.22	10	7
891	0	1	51390.0	54	0	0	58	2	353	18	0	1.0	11	18
892	0	0	76630.0	93	0	0	40	0	1003	25	0	3.0	9	25
893	1	1	26868.0	52	0	0	32	1	14	4	0	0.14	9	4
894	0	1	48948.0	53	0	1	80	0	902	24	1	1.17	10	24
895	0	1	55260.0	81	0	0	51	1	1139	25	0	1.33	11	25
896	0	0	64090.0	8	0	1	67	1	797	20	0	1.2	10	20
897	0	1	78331.0	97	0	0	65	1	1638	25	0	2.5	9	25
898	0	0	37087.0	50	0	0	49	1	401	17	0	0.67	10	17
899	0	1	21846.0	38	0	0	37	1	84	11	0	0.5	10	11
900	0	0	81320.0	61	0	0	65	0	928	18	0	2.0	10	18
901	0	1	54137.0	46	0	0	53	1	203	11	0	0.67	10	11
902	0	0	66825.0	73	0	0	56	0	858	16	0	2.0	10	16
903	0	0	57100.0	19	0	0	50	0	409	13	0	1.0	10	13
904	0	0	58917.0	10	0	0	54	3	282	16	0	0.8	10	16
905	0	1	85072.0	94	0	0	46	0	1423	18	0	0.0	9	18
906	0	1	86429.0	10	0	1	62	0	1449	18	1	3.5	10	18
907	0	1	45684.0	37	0	0	52	1	28	4	0	0.14	10	4
908	0	0	47889.0	94	0	0	49	1	67	6	0	0.4	9	6
909	0	0	45921.0	23	0	0	37	0	199	10	0	0.5	9	10
910	0	1	78420.0	75	0	0	57	0	1453	22	0	3.0	10	22
911	0	0	75114.0	40	0	0	31	0	1253	19	0	1.5	10	19
912	0	1	52278.0	24	0	1	60	1	1198	31	0	1.25	10	31
913	0	0	35641.0	11	0	1	51	1	178	10	0	0.43	10	10
914	0	1	95529.0	29	0	1	29	0	1990	18	1	2.33	11	18
915	0	0	62820.0	51	0	0	69	0	976	14	0	3.0	10	14
916	0	0	73113.0	86	0	0	63	0	1001	15	0	1.5	10	15
917	0	0	84169.0	9	0	1	41	0	1919	20	2	2.33	10	20
918	0	1	42607.0	30	0	0	69	1	350	14	0	1.0	10	14
919	0	1	74637.0	73	0	0	69	0	1650	25	1	2.0	10	25
920	0	0	46015.0	25	0	0	68	2	46	5	2	0.14	9	5
921	0	1	72354.0	67	0	0	30	0	1228	19	0	2.0	10	19
922	0	1	39858.0	67	0	1	54	1	95	7	0	0.33	10	7
923	0	0	34469.0	58	0	0	75	2	62	9	0	0.25	9	9
924	0	0	83033.0	82	0	0	37	1	1761	26	1	2.2	9	26
925	0	0	24401.0	98	0	0	44	0	467	16	0	0.75	11	16
926	0	0	77583.0	93	0	0	45	0	1149	19	1	2.0	9	19
927	0	1	74116.0	53	0	0	41	0	2052	19	1	2.0	10	19
928	0	1	74293.0	66	0	0	30	0	1127	16	0	2.5	9	16
929	0	0	68397.0	6	0	0	47	1	1416	21	0	2.0	10	21
930	0	0	79632.0	42	0	0	49	0	1113	20	0	3.0	9	20
931	0	1	46107.0	78	0	0	34	1	125	7	0	0.33	9	7
932	0	1	64950.0	29	0	0	72	1	966	25	1	1.57	11	25
933	1	0	25443.0	82	0	0	34	1	32	5	0	0.12	11	5
934	0	1	75127.0	92	0	0	71	0	833	19	0	2.0	9	19
935	0	0	32892.0	78	0	0	52	1	46	8	0	0.38	9	8
936	0	0	71796.0	54	0	0	52	0	960	17	0	2.25	10	17
937	0	0	67536.0	45	0	0	53	1	1829	30	1	1.38	10	30
938	0	1	55239.0	59	0	0	52	1	779	26	0	1.4	10	26
939	0	1	60554.0	8	0	0	48	1	811	23	0	1.33	10	23
940	0	1	64831.0	51	0	0	71	2	1120	22	0	1.0	10	22
941	0	0	56067.0	51	0	0	61	1	725	20	0	1.4	10	20
942	0	1	82025.0	76	0	1	40	0	1187	12	1	3.0	10	12
943	0	0	94384.0	62	0	1	70	0	2302	18	3	2.5	10	18
944	1	1	14906.0	86	0	0	37	0	66	9	0	0.29	11	9
945	0	0	51563.0	60	0	0	36	0	1250	19	2	0.5	11	19
946	0	0	57937.0	56	0	0	41	1	683	20	0	1.33	9	20
947	0	1	68274.0	83	0	0	44	2	305	13	0	1.33	10	13
948	0	0	39771.0	92	0	0	46	1	50	6	0	0.5	10	6
949	0	1	67893.0	31	0	0	48	1	995	16	0	0.38	11	16
950	0	0	27922.0	80	0	0	44	1	41	6	0	0.5	9	6
951	0	0	52190.0	39	0	0	47	2	77	9	1	0.4	9	9
952	0	1	44051.0	20	0	1	50	2	171	12	0	0.5	10	12
953	0	1	42767.0	53	0	0	52	2	131	7	0	0.38	10	7
954	0	0	46106.0	84	0	0	47	2	54	5	0	0.17	9	5
955	0	0	16927.0	50	0	0	47	2	53	12	0	0.38	10	12
956	0	0	59754.0	96	0	1	58	1	475	16	0	1.0	11	16
957	0	1	53700.0	94	0	0	71	1	694	22	0	1.0	11	22
958	0	0	59041.0	25	0	0	50	2	96	8	0	0.4	9	8
959	0	1	54237.0	48	0	0	66	1	361	16	0	0.83	10	16
960	0	1	70647.0	65	0	0	56	1	1079	26	0	2.0	11	26
961	0	1	52597.0	69	0	0	61	1	578	20	0	1.2	9	20
962	0	0	41021.0	12	0	1	54	1	64	7	0	0.33	11	7
963	0	0	40233.0	84	0	0	48	1	149	13	0	0.33	10	13
964	0	0	50183.0	47	0	0	43	2	231	17	0	0.6	9	17
965	0	0	54753.0	87	0	0	64	1	728	21	0	1.25	10	21
966	0	0	92955.0	35	0	1	50	0	1778	23	2	3.0	10	23
967	0	0	33471.0	47	0	0	50	1	93	10	0	0.43	11	10
968	0	0	34596.0	48	0	1	49	1	23	4	0	0.12	10	4
969	0	0	44010.0	46	0	0	43	1	662	24	0	1.11	11	24
970	0	0	84219.0	27	0	0	35	0	1198	18	0	3.0	9	18
971	0	0	40706.0	37	0	0	55	3	81	11	0	0.43	10	11
972	0	0	15716.0	8	1	0	35	1	92	10	0	0.38	11	10
973	0	1	59052.0	29	0	0	64	1	491	18	0	1.4	10	18
974	0	0	80573.0	85	0	0	52	0	1564	24	0	2.0	11	24
975	0	0	83715.0	2	0	0	61	0	926	24	0	0.0	9	24
976	0	0	82576.0	66	0	0	64	0	1910	19	1	2.0	11	19
977	0	0	56962.0	60	0	0	58	3	411	21	0	0.86	10	21
978	0	0	35704.0	54	0	0	71	2	94	9	0	0.5	9	9
979	0	0	53103.0	70	0	0	69	1	1085	28	1	1.43	10	28
980	0	1	46779.0	55	0	0	63	2	23	4	0	0.0	10	4
981	0	1	4861.0	20	0	0	58	0	6	0	0	0.0	9	0
982	0	1	33462.0	78	0	0	44	1	54	6	0	0.29	10	6
983	0	1	63693.0	63	0	0	45	1	1150	29	0	1.83	10	29
984	0	0	80763.0	17	0	1	73	0	1415	23	2	1.67	10	23
985	0	0	65352.0	43	0	0	49	1	405	16	0	1.0	10	16
986	0	0	82170.0	13	0	0	45	0	1908	19	0	2.5	10	19
987	0	0	75759.0	46	0	1	54	0	2486	26	3	1.8	10	26
988	0	1	79689.0	65	0	0	47	0	1315	27	0	2.0	10	27
989	0	1	35340.0	1	0	0	67	2	45	7	0	0.4	9	7
990	0	1	85683.0	6	0	1	69	0	1789	17	4	2.0	9	17
991	0	0	24884.0	32	0	0	51	1	19	4	0	0.0	11	4
992	0	0	42021.0	34	0	0	42	1	573	22	1	1.11	11	22
993	0	1	64449.0	70	0	0	34	1	805	24	0	1.25	9	24
994	0	1	64587.0	49	0	0	69	2	108	8	0	0.33	9	8
995	0	1	34824.0	65	0	0	28	0	23	4	0	0.17	9	4
996	0	0	75437.0	25	0	0	45	0	1493	23	1	1.33	10	23
997	0	0	26091.0	84	0	0	66	2	89	9	0	0.4	9	9
998	0	0	52845.0	7	0	0	50	1	936	25	1	1.33	10	25
999	0	1	46086.0	34	0	0	67	1	343	16	0	0.75	10	16
1000	0	1	78028.0	38	0	1	67	1	528	20	2	0.86	11	20
1001	0	1	95169.0	1	0	1	36	0	1901	12	2	4.0	10	12
1002	0	0	56337.0	25	0	1	42	2	724	22	2	1.0	10	22
1003	0	0	22434.0	25	0	0	36	1	58	7	0	0.25	10	7
1004	0	0	36930.0	50	0	0	69	1	297	16	0	0.62	10	16
1005	0	1	36130.0	46	0	1	69	1	488	21	1	0.75	10	21
1006	0	0	65569.0	96	0	0	70	1	859	23	0	2.0	11	23
1007	0	0	83844.0	57	0	0	71	0	1574	20	1	4.0	10	20
1008	0	0	19514.0	47	0	0	55	2	69	10	1	0.38	9	10
1009	0	1	36736.0	52	0	0	60	2	17	4	0	0.17	10	4
1010	0	0	77568.0	30	0	0	44	1	2194	21	3	2.0	11	21
1011	0	0	49187.0	63	0	0	47	1	116	8	0	0.5	9	8
1012	0	1	30168.0	51	0	0	45	1	279	18	0	0.67	10	18
1013	0	0	34053.0	14	0	0	55	1	103	7	0	0.38	11	7
1014	0	0	38196.0	20	0	0	52	2	44	9	0	0.4	9	9
1015	0	0	59412.0	56	0	0	72	0	406	15	0	1.33	9	15
1016	0	0	70924.0	41	0	0	58	0	1363	20	1	2.0	9	20
1017	0	0	54165.0	72	0	0	54	0	236	11	0	1.0	10	11
1018	0	0	32300.0	1	0	0	50	1	39	5	0	0.12	10	5
1019	0	1	20180.0	27	0	0	47	0	137	8	0	0.29	10	8
1020	0	0	34961.0	77	0	0	50	1	79	10	0	0.43	9	10
1021	0	0	28440.0	87	0	0	49	1	63	6	0	0.25	10	6
1022	0	0	64504.0	81	0	1	70	3	1314	25	0	1.57	10	25
1023	0	0	33564.0	51	0	0	57	1	71	6	0	0.2	9	6
1024	0	0	17345.0	79	0	0	45	1	58	7	0	0.25	11	7
1025	0	0	56320.0	11	0	0	56	1	702	21	0	1.25	10	21
1026	0	1	28647.0	54	0	1	45	1	94	7	1	0.29	10	7
1027	1	1	15038.0	93	0	0	36	1	80	7	0	0.22	10	7
1028	0	1	32173.0	0	0	0	65	1	22	5	0	0.25	10	5
1029	0	0	68316.0	54	0	0	59	1	1211	32	0	1.67	11	32
1030	0	0	74538.0	21	0	1	52	0	1461	22	1	2.67	10	22
1031	0	1	91700.0	58	0	1	52	0	1968	20	0	2.67	10	20
1032	0	0	68695.0	3	0	0	54	0	1091	16	0	2.0	9	16
1033	0	0	31056.0	99	0	0	46	1	55	5	0	0.12	10	5
1034	0	0	79593.0	70	0	0	50	0	1366	19	1	2.5	9	19
1035	0	1	28071.0	65	0	0	43	0	313	13	0	0.62	11	13
1036	0	0	37334.0	44	0	0	65	2	62	11	0	0.75	9	11
1037	0	1	46423.0	6	0	0	51	2	92	9	0	0.29	10	9
1038	0	0	37126.0	9	0	1	52	1	72	6	1	0.17	9	6
1039	0	0	47703.0	95	0	0	70	1	655	21	0	1.2	10	21
1040	0	0	61180.0	70	0	0	64	1	704	18	1	1.67	9	18
1041	0	0	38998.0	92	1	0	69	2	54	8	0	0.25	11	8
1042	0	1	8028.0	62	0	0	32	0	178	16	0	0.0	11	16
1043	0	0	76081.0	85	0	0	61	0	1033	14	1	2.0	9	14
1044	0	0	34728.0	2	0	1	37	1	36	5	0	0.17	10	5
1045	0	1	33168.0	0	0	0	58	1	122	10	0	0.29	11	10
1046	0	0	33585.0	91	0	0	57	1	122	7	0	0.5	10	7
1047	0	0	77037.0	3	0	0	63	1	1123	27	0	2.33	10	27
1048	0	0	35196.0	68	0	1	39	1	497	18	0	0.75	11	18
1049	0	0	44529.0	98	0	0	57	1	691	25	1	1.2	10	25
1050	0	0	70924.0	41	0	0	58	0	1363	20	1	2.0	9	20
1051	0	0	28764.0	16	0	0	57	2	12	4	1	0.12	9	4
1052	0	0	69098.0	82	0	0	74	0	2440	25	0	1.4	10	25
1053	0	1	25959.0	1	0	1	53	2	56	7	0	0.17	10	7
1054	0	0	27100.0	64	0	0	40	1	37	5	0	0.14	10	5
1055	0	1	70596.0	68	0	0	38	0	968	21	0	1.5	11	21
1056	0	0	42557.0	98	0	0	49	1	270	15	0	0.75	11	15
1057	0	0	53312.0	32	0	0	72	0	278	12	0	0.71	10	12
1058	0	1	72228.0	87	0	0	71	0	1250	22	0	2.0	11	22
1059	0	0	67605.0	84	0	0	36	0	938	17	0	2.0	10	17
1060	0	0	62845.0	3	0	0	74	2	1178	28	1	0.38	11	28
1061	0	0	65196.0	34	0	0	65	2	1155	26	1	1.4	10	26
1062	0	1	42000.0	23	0	1	36	0	653	20	0	1.0	10	20
1063	0	1	35860.0	37	0	0	50	2	49	6	1	0.2	9	6
1064	0	0	65526.0	22	0	0	59	1	506	17	0	2.0	9	17
1065	0	0	16860.0	19	0	0	62	2	38	8	0	0.14	11	8
1066	0	1	83528.0	7	0	1	31	0	1650	23	2	4.0	9	23
1067	0	1	64176.0	52	0	0	58	1	1826	33	0	1.33	11	33
1068	0	1	22304.0	91	0	0	67	0	18	4	0	0.12	11	4
1069	0	0	67023.0	93	1	0	45	0	906	24	0	1.5	9	24
1070	0	0	32892.0	78	0	0	52	1	46	8	0	0.38	9	8
1071	0	0	70713.0	23	0	0	57	1	1477	25	0	1.67	11	25
1072	0	0	59925.0	83	0	0	68	1	766	23	0	1.5	11	23
1073	0	0	39722.0	92	0	0	70	1	47	7	0	0.4	9	7
1074	0	0	46610.0	4	0	0	65	0	467	14	0	1.0	10	14
1075	0	0	88347.0	32	0	0	62	0	2116	21	1	4.0	10	21
1076	0	0	87171.0	27	0	0	42	0	1298	25	2	3.0	10	25
1077	0	0	26907.0	10	0	0	47	2	22	6	0	0.14	10	6
1078	0	1	50014.0	9	0	0	55	1	396	15	0	0.8	9	15
1079	0	0	41014.0	65	0	0	45	1	20	4	0	0.14	10	4
1080	0	1	66294.0	68	0	0	58	0	967	13	0	2.0	9	13
1081	0	0	36715.0	16	0	1	52	1	357	19	0	0.78	11	19
1082	0	0	79456.0	12	0	1	67	0	1401	16	0	1.67	11	16
1083	0	0	40479.0	95	0	0	41	1	15	4	0	0.0	10	4
1084	0	1	75345.0	16	0	1	53	0	2087	20	1	1.67	10	20
1085	0	0	54233.0	46	0	0	46	1	981	26	0	1.38	10	26
1086	0	1	24163.0	3	0	0	53	2	17	6	0	0.25	10	6
1087	0	0	84460.0	80	0	1	65	0	523	22	4	1.8	10	22
1088	0	0	43776.0	77	0	0	40	1	23	4	0	0.17	9	4
1089	0	1	71691.0	0	0	1	65	0	1192	17	0	2.0	9	17
1090	0	0	85844.0	62	0	0	50	0	1958	20	1	3.0	9	20
1091	0	1	39190.0	91	0	0	49	1	133	9	0	0.4	9	9
1092	0	0	71367.0	24	0	0	64	0	777	17	0	2.0	10	17
1093	0	1	38578.0	2	0	0	51	2	73	9	0	0.38	10	9
1094	0	0	57236.0	22	0	0	58	2	121	10	0	0.67	9	10
1095	0	1	61825.0	56	0	0	44	1	424	15	0	1.0	10	15
1096	0	1	79803.0	54	0	0	65	1	868	13	0	4.0	9	13
1097	0	1	80910.0	71	0	0	37	0	756	15	0	3.0	11	15
1098	0	0	27590.0	38	0	0	41	1	12	4	0	0.14	10	4
1099	0	0	56775.0	62	0	0	44	1	937	25	0	1.0	10	25
1100	0	1	83829.0	78	0	1	48	0	1862	17	3	4.0	10	17
1101	0	0	54210.0	18	0	0	44	1	367	14	0	0.8	10	14
1102	0	0	38508.0	95	0	0	37	1	443	20	0	0.88	10	20
1103	0	0	53187.0	66	0	0	53	1	267	13	0	0.8	10	13
1104	0	0	30023.0	28	0	0	51	1	61	6	0	0.25	9	6
1105	0	1	76045.0	78	0	0	63	0	1323	21	1	2.0	10	21
1106	0	0	50870.0	13	0	0	71	1	63	6	0	0.4	9	6
1107	0	0	15315.0	27	0	0	53	0	64	8	0	0.4	10	8
1108	0	0	65463.0	17	0	0	49	1	562	19	1	1.2	9	19
1109	0	0	66480.0	71	0	0	58	2	312	19	0	1.0	9	19
1110	0	1	76773.0	79	0	0	69	0	1156	16	0	2.0	10	16
1111	0	1	81698.0	1	0	1	40	0	1104	16	1	1.6	10	16
1112	0	1	54466.0	78	0	0	50	2	16	4	0	0.2	9	4
1113	0	1	98777.0	23	0	0	63	0	2008	19	1	4.0	9	19
1114	0	1	16269.0	75	0	0	39	1	44	9	0	0.38	10	9
1115	0	0	71819.0	70	0	0	52	1	1574	14	2	0.5	10	14
1116	0	0	33569.0	10	0	1	40	1	63	5	1	0.12	10	5
1117	0	0	36262.0	24	0	1	40	0	426	12	1	0.5	10	12
1118	1	0	22634.0	47	0	0	57	0	96	6	0	0.25	10	6
1119	0	0	47025.0	98	0	0	45	1	635	23	0	1.22	10	23
1120	0	1	70566.0	4	0	0	55	1	757	22	0	2.0	10	22
1121	0	0	31605.0	15	0	0	44	1	125	9	0	0.29	11	9
1122	0	1	52034.0	67	0	0	50	2	332	16	0	0.57	10	16
1123	0	1	48526.0	32	0	0	44	1	135	8	0	0.67	10	8
1124	0	0	46734.0	40	0	0	69	1	330	14	0	0.86	11	14
1125	0	1	39552.0	54	0	1	61	2	384	20	0	0.75	11	20
1126	0	1	86358.0	78	0	0	57	2	1722	18	0	0.62	11	18
1127	0	0	46931.0	94	0	0	46	3	78	7	0	0.33	9	7
1128	1	1	16581.0	51	0	0	38	0	24	4	0	0.0	10	4
1129	0	1	63998.0	42	0	1	71	0	1168	25	0	1.75	10	25
1130	0	0	67381.0	67	0	0	72	1	957	17	1	0.29	10	17
1131	0	1	25930.0	87	0	0	56	2	15	4	0	0.14	10	4
1132	0	0	42693.0	29	0	0	45	1	57	5	0	0.2	9	5
1133	0	0	85606.0	89	0	0	47	1	1956	24	1	2.0	11	24
1134	0	1	72903.0	74	0	1	38	0	2013	21	3	1.75	10	21
1135	0	0	49669.0	97	0	0	49	1	326	14	0	0.83	9	14
1136	0	0	36778.0	63	0	0	55	2	77	9	0	0.33	11	9
1137	0	1	85696.0	88	0	1	61	0	1313	20	0	4.0	10	20
1138	0	1	10979.0	34	0	0	34	0	30	8	0	0.6	9	8
1139	0	0	49678.0	81	0	0	62	1	315	14	0	0.86	10	14
1140	0	0	56129.0	65	0	0	70	1	660	22	0	1.5	10	22
1141	0	0	37155.0	51	0	0	34	1	74	7	0	0.4	10	7
1142	0	1	21282.0	76	0	0	45	1	46	7	0	0.33	9	7
1143	0	1	33419.0	76	0	0	61	1	86	8	0	0.29	10	8
1144	0	1	63285.0	84	0	0	78	0	1103	25	0	2.0	10	25
1145	0	0	21255.0	56	0	0	49	1	61	11	0	0.5	9	11
1146	0	0	42162.0	31	0	1	42	1	145	9	1	0.5	10	9
1147	0	0	54450.0	0	0	0	67	2	684	31	0	1.12	11	31
1148	0	0	57744.0	91	0	0	69	1	411	16	0	1.12	10	16
1149	0	1	26576.0	40	0	1	37	1	27	4	1	0.11	11	4
1150	0	1	57513.0	59	0	0	80	0	1060	27	0	1.5	10	27
1151	0	0	68142.0	96	0	0	59	1	1459	24	0	1.67	11	24
1152	0	0	7500.0	61	0	0	44	1	18	4	0	0.12	11	4
1153	0	0	83145.0	14	0	1	49	0	1833	26	1	2.5	11	26
1154	0	0	54197.0	16	0	0	63	1	237	12	0	1.0	9	12
1155	0	1	23091.0	98	0	0	60	2	48	10	0	0.29	9	10
1156	0	0	46049.0	11	0	1	47	2	515	26	0	0.71	10	26
1157	0	0	56715.0	52	0	0	49	0	1020	15	0	1.75	11	15
1158	0	0	79410.0	19	0	0	62	0	1370	11	0	3.0	9	11
1159	0	0	57304.0	61	0	0	72	1	1026	25	0	1.4	10	25
1160	0	0	44375.0	73	0	0	58	1	301	12	0	0.8	9	12
1161	0	0	54450.0	0	0	0	67	2	684	31	0	1.12	11	31
1162	0	0	59594.0	74	0	0	58	1	499	17	1	1.14	11	17
1163	0	0	80685.0	55	0	0	29	0	1004	21	0	3.0	11	21
1164	0	0	40344.0	48	0	0	49	1	218	12	0	0.57	10	12
1165	0	0	62710.0	53	0	0	51	1	606	22	0	1.0	10	22
1166	0	0	48985.0	13	0	0	55	1	75	6	0	0.33	10	6
1167	0	0	35322.0	34	0	0	55	3	106	9	0	0.25	11	9
1168	0	0	77142.0	54	0	0	75	0	990	17	0	2.0	10	17
1169	0	1	81657.0	69	0	0	54	0	1097	16	0	3.0	9	16
1170	1	0	14421.0	81	0	0	27	0	16	4	1	0.2	9	4
1171	0	0	20130.0	99	0	0	49	0	34	5	0	0.12	9	5
1172	0	0	74214.0	3	0	0	33	0	1711	16	0	1.6	11	16
1173	0	0	66726.0	61	0	0	66	2	438	17	1	1.14	9	17
1174	1	0	23724.0	65	0	0	44	1	75	7	0	0.25	10	7
